complexity,loss,equation,score,sympy_format,lambda_format
1,10888.009,x13,0.0,x13,PySRFunction(X=>x13)
2,3948.237,exp(x19),1.0143929417822932,exp(x19),PySRFunction(X=>exp(x19))
3,493.95618,x0 * 11.942498,2.0785776203467483,x0*11.942498,PySRFunction(X=>x0*11.942498)
5,485.62988,(x17 * 11.77437) + x12,0.008500019411268829,x12 + x17*11.77437,PySRFunction(X=>x12 + x17*11.77437)
6,438.1658,x0 * (63.809753 / log(x2)),0.10284939241598041,63.809753*x0/log(x2),PySRFunction(X=>63.809753*x0/log(x2))
7,394.0322,x0 * ((x2 * -0.011395627) - -14.494933),0.10616474571461032,x0*(x2*(-0.011395627) - 1*(-14.494933)),PySRFunction(X=>x0*(x2*(-0.011395627) - 1*(-14.494933)))
8,374.771,x0 * ((square(x2) * -2.5378868e-5) - -13.333137),0.05011745907596831,x0*(x2**2*(-2.5378868e-5) - 1*(-13.333137)),PySRFunction(X=>x0*(x2**2*(-2.5378868e-5) - 1*(-13.333137)))
10,347.1678,((x2 * -0.07682302) - (sqrt(x10) * -1.9708437)) * x0,0.03825346811049992,x0*(1.9708437*sqrt(x10) - 0.07682302*x2),PySRFunction(X=>x0*(1.9708437*sqrt(x10) - 0.07682302*x2))
11,334.28418,(((x11 * -949.0297) + (x10 * -0.03224266)) - -972.86957) * x0,0.03781676700760085,x0*(x10*(-0.03224266) + x11*(-949.0297) - 1*(-972.86957)),PySRFunction(X=>x0*(x10*(-0.03224266) + x11*(-949.0297) - 1*(-972.86957)))
12,329.05692,(((-3854.2861 / x2) + -83.033714) + (609.0649 / log(x2))) * x0,0.015760724622749824,x0*(-83.033714 + 609.0649/log(x2) - 3854.2861/x2),PySRFunction(X=>x0*(-83.033714 + 609.0649/log(x2) - 3854.2861/x2))
13,318.65527,(((-1513.7467 / (x5 + x10)) + 25.97749) + (x10 * -0.035685785)) * x0,0.03212088477412888,x0*(x10*(-0.035685785) + 25.97749 - 1513.7467/(x10 + x5)),PySRFunction(X=>x0*(x10*(-0.035685785) + 25.97749 - 1513.7467/(x10 + x5)))
14,310.20898,x0 * ((((sqrt(x12) + (x10 * -0.03188361)) + -950.2621) * x11) - -972.33905),0.026863660756890798,x0*(x11*(-0.03188361*x10 + sqrt(x12) - 950.2621) + 972.33905),PySRFunction(X=>x0*(x11*(-0.03188361*x10 + sqrt(x12) - 950.2621) + 972.33905))
15,306.51074,x0 * ((((x12 * 61.916622) + -1098.4789) / x2) + ((x10 * -0.030869292) + 23.319893)),0.011993403843155217,x0*(x10*(-0.030869292) + 23.319893 + (x12*61.916622 - 1098.4789)/x2),PySRFunction(X=>x0*(x10*(-0.030869292) + 23.319893 + (x12*61.916622 - 1098.4789)/x2))
17,306.12256,((((((61.907932 * x12) + -1098.482) / x2) + (-0.030857012 * x10)) + 23.14992) * x0) + x6,0.0006336254525324822,x0*(-0.030857012*x10 + 23.14992 + (61.907932*x12 - 1098.482)/x2) + x6,PySRFunction(X=>x0*(-0.030857012*x10 + 23.14992 + (61.907932*x12 - 1098.482)/x2) + x6)
18,305.87054,x0 * ((((x2 * ((x10 * -4.09875e-8) + 4.9382445e-5)) + x11) * (sqrt(x12) + -1445.7858)) - -1475.8674),0.0008236041035297435,x0*((x11 + x2*(4.9382445e-5 - 4.09875e-8*x10))*(sqrt(x12) - 1445.7858) + 1475.8674),PySRFunction(X=>x0*((x11 + x2*(4.9382445e-5 - 4.09875e-8*x10))*(sqrt(x12) - 1445.7858) + 1475.8674))
19,305.52264,((x17 * (((x10 * -0.030954387) + 23.240248) + (((x12 * 72.41551) + -1132.9036) / x2))) + 5.026804) - x12,0.001138056651365376,-x12 + x17*(x10*(-0.030954387) + 23.240248 + (x12*72.41551 - 1132.9036)/x2) + 5.026804,PySRFunction(X=>-x12 + x17*(x10*(-0.030954387) + 23.240248 + (x12*72.41551 - 1132.9036)/x2) + 5.026804)
